med	you
brd-k27872553	0.8281299621432693
brd-k45998529	1.3746322034269802
brd-k78542975	0.9147636797137668
brd-k24855614	0.919842651458477
brd-k79235289	1.4854524055084979
brd-k50733069	1.7562811536983713
brd-k59848706	0.025180022648152937
brd-k85332209	0.13336123202723915
brd-k85536714	-0.7292698108477881
brd-k31975688	-0.8226711585529227
brd-k40276799	0.07497414385087209
brd-k87133350	-0.40997591464219346
brd-k05442673	0.4843960610819764
brd-k39156670	-1.7397317473039706
brd-k29381365	-0.08956412297663073
brd-k43556160	0.04126917366147024
brd-k54618558	0.0791646880191713
brd-k33116513	0.23516942586394962
brd-k80195617	-0.7491912545458977
brd-k83030741	0.5003574813657388
brd-k09029418	1.5191972912081206
brd-k98005081	1.9098608241930037
brd-k33054146	-0.15481282446177136
brd-k64701969	0.7558388351539698
brd-k53621751	0.30231329422850095
brd-k94348552	0.16214189059741635
brd-k25148849	-0.5466003448127681
brd-k44897098	0.3052574137785432
brd-k02653582	-0.17329809811489344
brd-k37357048	0.8358009949150181
brd-k25385069	1.0414390725022347
brd-k63140065	-0.3951348831115587
brd-k00043782	0.6288544266180812
brd-k38663221	-0.373923093782018
brd-k23985677	-0.9321437350033366
brd-k84475927	-1.386418948926703
brd-k91849632	0.6518853808096363
brd-k08590382	-0.1816128793987025
brd-k45745416	-0.5113387358108681
brd-k52204603	-0.21441373715164874
brd-k78122632	-0.21693497607420673
brd-k21683946	-0.6538563836057981
brd-k33454337	-0.8740371311745996
brd-k05690403	0.25297250733682786
brd-k51662742	-0.20675748112345085
brd-k59893964	-0.1839905284580533
brd-k97805274	0.3413118824984184
brd-k54889769	-1.2158402607015382
brd-k87311987	0.1070792589728477
brd-k85197047	0.6852455275223099
brd-k08094365	0.82729071789145
brd-k12570990	-0.2657947186073288
brd-k75252623	-0.21969330005680518
brd-k49111930	0.630325529292535
brd-k39597586	0.810168328718585
brd-k25420921	-0.055525184637303784
brd-k69692345	0.6356744662011948
brd-k06421369	-1.3272264028840963
brd-k67374281	0.22466317941642502
brd-k56757089	-0.6542183777369343
brd-k17903303	0.17507733236819772
brd-k36553386	-0.13206106781572544
brd-k09929560	0.2773591839465062
brd-k65778880	-0.15490828655962616
brd-k19114437	0.41663536144133445
brd-k21209030	0.2631532269758012
brd-k13587575	-0.3057047896276701
brd-k23603287	-0.3511860346915786
brd-k38304289	-0.22023691911360457
brd-k47612243	-0.19886571738373351
brd-k72204100	0.6122887801965841
brd-k49921033	0.0030973471704921953
brd-k44098776	-0.7566960256653359
brd-k70756309	0.431212915090029
brd-k08246588	0.2791654208079441
brd-k53528245	-0.32206661581345886
brd-k42902917	-1.3579488478986201
brd-k32833573	-1.064504707626284
brd-k77381468	-0.1620319207226655
brd-k45442578	-1.1565795758477262
brd-k16229712	0.25582686909997154
brd-k26779385	0.18662033823525478
brd-k20251969	-1.2902465880819214
brd-k79967274	1.272861935988816
brd-k99985506	1.0290224260682683
brd-k81945689	0.6751335315905189
brd-k11609893	0.365847759339271
brd-k96522480	1.4049493910692508
brd-k83837862	-0.17134625383730334
brd-k44021875	-0.7056272350051335
brd-k65300017	-1.1645012475102718
brd-k70202431	-1.1435351478534292
brd-k15895141	-1.800903609011199
brd-k17375958	-0.7644876953822463
brd-k90028787	-0.7752037303927927
brd-k55897144	-2.27941405023745
brd-k17263374	-1.6131128889900812
brd-k23455135	-0.3480307334512757
brd-k74556269	-0.2591849007913248
brd-k40483165	-2.1434553764884248
brd-k25878320	0.01361108876724441
brd-k83147038	0.023126320123000643
brd-k04153348	0.07620714747127404
brd-k08750028	1.7089818847039788
brd-k49860242	-0.4785276590468082
brd-k84079653	0.7479620902188715
brd-k33044853	0.6984944225124675
brd-k39321814	0.18121615684561396
brd-k32532498	-0.8466665575405712
brd-k12827775	-0.3686631205781772
brd-k34412442	-0.3788008107744965
brd-k31284555	0.3315990690980938
brd-k87913872	-1.2079082405225172
brd-k60065591	-0.5364876050967768
brd-k61819258	0.7623231377708087
brd-k07253943	-0.03198918839803984
brd-k10682047	-1.3317047214654596
brd-k80410762	-0.26359286188049164
brd-k01787550	-0.23730557362049529
brd-k98695146	0.9127679321897632
brd-k70036333	-0.4622244294501184
brd-k96538394	1.466499068155352
brd-k71944426	0.23075024409727646
brd-k83266926	0.08846337792657924
brd-k59709493	-0.23714285049697442
brd-k76103468	-0.7780352655293594
brd-k85068586	-1.0473647817947185
brd-k71040278	-0.2592442496566115
brd-k83547636	-0.38365168793220106
brd-k43604368	-0.19234418850603652
brd-k96688934	-0.13777930051349951
brd-k28018597	1.1197738405933553
brd-k62560708	0.997068100854262
brd-k84388104	0.15376981723149757
brd-k70243592	0.40815553707723146
brd-k51712294	-1.527810795762961
brd-k46522835	-0.32417358890176134
brd-k59453266	0.7141788125099411
brd-k62008506	0.9918686000189368
brd-k28812281	-0.7871919078079194
brd-k56483755	0.6244382496656158
brd-k02581961	1.5262551823847703
brd-k16399103	0.13936197857353105
brd-k35886478	-0.46414904208093494
brd-k79027739	-0.5243111464537825
brd-k37316418	0.0699821654675068
brd-k28862107	0.16058539808274558
brd-k25068941	-0.6668275330189708
brd-k30912278	-0.08004746001715057
brd-k71195237	-0.2057858531437242
brd-k15224350	0.025720157022467417
brd-k33303625	0.3496702173418199
brd-k39248781	0.9281239734974301
brd-k63837190	-0.02470882703008405
brd-k22814206	-1.400928228359326
brd-k51072560	-0.8837058524043131
brd-k16256442	-0.34424894029157105
brd-k94032641	0.45522618409205456
brd-k75308057	1.0961800052573423
brd-k47006988	-0.2747781159740862
brd-k44752364	-0.2961500904830676
brd-k90528929	0.12113435995321527
brd-k64520484	-0.5651216962025611
brd-k30347205	-0.31788397779716626
brd-k34320757	0.17623456032891835
brd-k60019754	0.6334932840286425
brd-k75733071	-0.6423259146262401
brd-k45542432	0.7260465478641287
brd-k04669648	-0.8397657052240798
brd-k65222708	-0.04954524916370684
brd-k85359245	2.074192982257839
brd-k29136476	-0.1255718633363475
brd-k14493775	0.29479492993961653
brd-k17661785	-0.9571347876233185
brd-k71357056	-1.8166984893524467
brd-k18304318	-0.8705354960275312
brd-k85169571	0.2224045503261491
brd-k39063656	1.0256643415541986
brd-k61342953	-0.014604818965019799
brd-k05745800	0.590556989991092
brd-k01222176	-0.08741013218241196
brd-k85124606	0.7769689048876169
brd-k00478394	1.242195316720899
brd-k72529818	-0.2395814274708939
brd-k48575680	-0.7530257263168764
brd-k30226385	0.011354940280157615
brd-k40505314	-0.6591300771255257
brd-k11877130	0.2333546289206264
brd-k08970510	0.6493994288187772
brd-k50404714	0.4073132097517226
brd-k50309272	-0.012539983888814535
brd-k91133575	0.3368889214272995
brd-k87079453	-1.1139398847134174
brd-k18552758	-0.20675649376236296
brd-k27951502	-0.3331795955856696
brd-k40507170	-1.420755634071977
brd-k51019170	-0.40328246804515594
brd-k40123785	0.9887509881128493
brd-k79003015	-0.31804385596585116
brd-k23724349	0.8634229715839651
brd-k97925203	1.5750563821941457
brd-k39768328	0.7718115006547547
brd-k18296113	-0.6631034788384242
brd-k39412479	0.7357235430558073
brd-k30785989	-0.03236710481371119
brd-k53467073	0.2266182940109121
brd-k22650859	-0.6991512353884582
brd-k75614533	-1.502926407129612
brd-k06401240	0.8760548160079147
brd-k21959862	-0.15669535688623373
brd-k07462139	0.4404988559635722
brd-k02306470	0.7781005644255927
brd-k55880295	1.1972282034286945
brd-k93011030	-1.6708641436485299
brd-k14228330	0.9106485532842767
brd-k54876931	-1.38079634885622
brd-k66199575	-1.2795656496395673
brd-k27363274	0.04667415951969244
brd-k05032830	0.2814033004720397
brd-k11112971	-0.8796285943831049
brd-k17402942	1.8780791443110127
brd-k31933349	-0.8021770638983801
brd-k31042078	-0.41656884929019283
brd-k20965564	0.1117864168659686
brd-k51832753	0.10954978764386542
brd-k58360282	-0.5306704313775731
brd-k39006362	0.16754251948596696
brd-k35928056	-0.14253655151327826
brd-k18306851	-0.14538097590217705
brd-k25564095	1.0690572911162337
brd-k38431902	-0.5973760711491083
brd-k41944296	0.5882147038191641
brd-k54391669	1.0330422752922885
brd-k55667009	-1.3414320056276805
brd-k85742570	-0.13514134829849284
brd-k29035246	-1.1533890002562817
brd-k57216724	0.1011378726817526
brd-k83335786	0.5577053669701512
brd-k51143622	-0.345861503918943
brd-k63631822	0.9011535091286795
brd-k29280435	0.5332502771320221
brd-k07479774	1.127089915532548
brd-k42712649	0.48931356623458433
brd-k22479833	-1.2470193882102871
brd-k25542589	-0.7221849476499371
brd-k67037986	-0.24012916200105028
brd-k58098983	-0.43244239214925323
brd-k85258684	1.086304632691131
brd-k18822535	-1.1114375824406892
brd-k50195301	-0.43030742455673904
brd-k05500678	0.22387176441745224
brd-k19054197	-1.9314205150984771
brd-k26576471	-1.0417119889062474
brd-k82083906	-1.009968061115674
brd-k91416922	0.3850116705666967
brd-k06096379	0.7471553769062206
brd-k78228015	0.5602595496687753
brd-k19016650	0.21030234734460326
brd-k49877948	1.8551169076370406
brd-k75745425	-1.0037727518302233
brd-k69318356	-1.1898728660717675
brd-k35189425	-1.1169393579462474
brd-k71710045	-0.3227439988458241
brd-k11031937	0.1620778968971014
brd-k93657737	0.030804847999436467
brd-k61929092	-0.6610083376234989
brd-k35404971	-0.08124630427000933
brd-k21364577	-0.2650786810397171
brd-k02944060	0.25644879075908517
brd-k87878159	-1.0642099020639673
brd-k99159184	-2.252684472958432
brd-k75749796	1.6054920585017727
brd-k62595167	-0.12826307168854084
brd-k00954272	0.39232656522938597
brd-k38865695	-0.4155182729416824
brd-k41996639	1.2848726130740904
brd-k47036878	0.6994836509796255
brd-k19826330	1.4296201923911052
brd-k27647724	0.3718925397171439
brd-k11787592	0.015122344030953763
brd-k22518694	-0.5627691185119907
brd-k36314330	-1.3066938797329042
brd-k99718824	-0.9964635737279417
brd-k65416492	-0.8902499438279772
brd-k07400331	-1.2058485620643966
brd-k61113746	-0.7196324503998768
brd-k61796480	-0.06864341503512525
brd-k94161851	0.016022756393272223
brd-k83468907	-0.4864600249778199
brd-k19275171	0.19916723116261853
brd-k43980524	-0.7379339954402613
brd-k96475865	0.47185254496442486
brd-k45265806	-0.04304656490827008
brd-k73824371	-1.3032803732228164
brd-k11517399	-0.3548266371932367
brd-k62951188	0.3780612336013738
brd-k92730269	0.7836292927351091
brd-k32864614	0.9578392479175893
brd-k50737884	1.2423580166903365
brd-k15651660	1.1546926335612886
brd-k64075070	-0.48279173898818445
brd-k17910135	-0.5234074810800335
brd-k51776699	0.042900509995959415
brd-k56883821	-1.1216381362295593
brd-k32827537	1.2247958488449333
brd-k55743364	-0.7050355346718229
brd-k97185232	-0.40069762758051375
brd-k73658839	0.26715391981002357
brd-k29427427	0.1592001322776881
brd-k92793917	-0.2890125092155299
brd-k40141271	1.3456369669148414
brd-k97448504	-0.07638887213163582
brd-k66357706	-0.26986824632278605
brd-k63686806	0.9167697617051385
brd-k00930335	0.15366708166269008
brd-k16110862	0.024932613634500157
brd-k79986209	1.1141840209940481
brd-k42968051	0.8813689527678042
brd-k11880681	1.8675912111022883
brd-k70657810	1.2667947472366725
brd-k08482401	-0.15427077703991182
brd-k59324394	0.13107400535241684
brd-k45571747	-0.05605271877994309
brd-k63591202	-0.18829100709537483
brd-k64127467	-0.739333286186488
brd-k58189273	0.598241624874738
brd-k99026889	-0.08119411829336251
brd-k18327813	-0.8107649941557276
brd-k51574318	-0.24897207872879576
brd-k05498469	-0.957945832070456
brd-k70016992	-0.3940216364621305
brd-k10808435	-0.9548040687677661
brd-k39844985	0.6430579103440637
brd-k67123444	-0.787695922769076
brd-k82621995	0.10022729269898609
brd-k50665432	0.7789138450836325
brd-k25473383	1.196479973718202
brd-k68327489	0.5746156490789255
brd-k35885715	-0.6904694742240031
brd-k83033340	-0.10921422321774199
brd-k56950264	2.2779452997001224
brd-k13515789	0.10847009430611314
brd-k38942541	0.981952362936475
brd-k19815647	1.7834738853964385
brd-k87357593	-0.16796926683399757
brd-k03013810	-0.19392535329142696
brd-k91787616	0.649156176451417
brd-k16752617	-0.5065529477492605
brd-k57166447	0.020602620752225013
brd-k68870366	0.8485912268325032
brd-k33891131	-0.229072820232552
brd-k17554130	-1.6108944337976512
brd-k99055802	0.3041694183825281
brd-k65395273	0.9140139394219938
brd-k67780021	-0.15987458885422662
brd-k75703168	-0.012653544346186785
brd-k16257721	0.7343697626540066
brd-k79997126	-0.40476045559230894
brd-k56904840	-0.7471155583966779
brd-k41423295	0.9632150900712159
brd-k25427024	-0.04626847775182869
brd-k43420611	0.41391250379234407
brd-k86524002	0.2870669603464742
brd-k07727895	-0.8016124229241897
brd-k25646871	0.9389778883356912
brd-k50223932	0.16327499716693192
brd-k04632406	0.7636968047654166
brd-k79184162	-0.5281584623861667
brd-k46707636	0.049652953456107964
brd-k27442643	0.7628329382601502
brd-k77070775	-0.20760823673078482
brd-k76366810	-0.1987934489855963
brd-k24658364	2.02203711041053
brd-k89114227	-1.141412769437926
brd-k85055995	0.5258189091268062
brd-k64344970	-0.6677973478257413
brd-k56189188	-1.07315995531893
brd-k73873786	0.21338581737752058
brd-k71779338	-0.07959922699291869
brd-k09929530	-0.10408763777762434
brd-k47214596	0.5005098103883784
brd-k19303070	0.8610487731558194
brd-k36870972	1.2226372312804283
brd-k39728090	0.8608456203711217
brd-k31812348	1.0343631910711615
brd-k03257659	-0.6270536049236488
brd-k72299443	-1.4699174484446367
brd-k46796516	0.9694650154303691
brd-k44635753	-0.14888590289001957
brd-k48571121	2.2384874337687375
brd-k92061784	0.18004480935130976
brd-k86853253	1.0620305636536063
brd-k42450605	0.0928776458891457
brd-k34798777	-0.5838099461736235
brd-k39911043	1.0227875372762707
brd-k50883617	-1.0362918733119484
brd-k79302166	1.4656331676788827
brd-k09632545	1.1210920782825051
brd-k41613119	0.3871742191034786
brd-k99775849	0.049251518686646366
brd-k38542964	-0.017782833070272404
brd-k40608370	0.9461775357818485
brd-k94765019	0.41352138872202465
brd-k68340318	0.07498563559015443
brd-k31671785	-0.4068656828649947
brd-k52369815	-0.5011115901155327
brd-k01316590	-0.5103308319648089
brd-k55806039	-0.35945156084314206
brd-k32323656	-0.5505432997484968
brd-k04533640	0.3076727078121178
brd-k76644587	-0.9374781413727373
brd-k48753787	0.02586017769346458
brd-k07807999	-0.8700705763506175
brd-k00801770	0.8430770928959782
brd-k87755452	0.19764801769326223
brd-k41173255	-0.7494511656736675
brd-k47173028	0.8580503514254798
brd-k65735929	0.3813700229916999
brd-k26173688	-1.0134265934744933
brd-k85593835	-0.12505152971826833
brd-k78343029	-0.17882631242770533
brd-k83388394	0.9869720387120713
brd-k03676054	0.7670617414454813
brd-k26327304	0.6546135799266264
brd-k69498175	-1.1733330167328708
brd-k38933129	1.4358635245662816
brd-k42679345	-0.44392342785100386
brd-k78229216	1.9560528097909857
brd-k01241136	-0.25599796535073593
brd-k42361507	0.2856968301554113
brd-k68370959	0.8171665087188823
brd-k75353513	1.2269958536225525
brd-k55013500	0.5479579634425232
brd-k67716641	0.9600121136489506
brd-k22694382	0.48947947461037306
brd-k08403039	0.5979944417991152
brd-k29312193	-0.41186171180714537
brd-k63618292	-0.36874600763891835
brd-k48102470	-1.0878862489273655
brd-k77970970	0.7797145784531831
brd-k73044562	-1.2215288601515868
brd-k97748079	0.4620070368089833
brd-k21528100	0.5010048959717401
brd-k00314651	0.5311496733331637
brd-k69886508	1.3833270135670268
brd-k43151809	0.08094836102663995
brd-k65437607	0.7755955806487391
brd-k89715659	-0.8889788976869066
brd-k89609393	0.10219145121500067
brd-k01070670	-0.21374113446557133
brd-k06650679	0.35502132276455917
brd-k52178187	-1.940892222731368
brd-k08240821	0.6556347791277511
brd-k34549246	0.4351752384614772
brd-k34019494	0.7698325541417516
brd-k81288057	0.5360475539730176
brd-k80514140	-0.1222190486125737
brd-k94690761	0.5696044784867964
brd-k55331619	-0.30518726028888177
brd-k02409808	-0.08826099589368841
brd-k44205194	0.7337546273671548
brd-k31385226	-0.05528737400914633
brd-k74550836	1.4282399317001664
brd-k49781215	1.7307680789587574
brd-k21549522	1.6510944805772478
brd-k70983703	0.6170483445537339
brd-k53619921	0.44319412847764583
brd-k18999740	1.1283554481345324
brd-k38498572	0.03252702194436529
brd-k08369728	-0.07438103831008765
brd-k37848804	0.8327295914510343
brd-k43374517	-0.4046629347188265
brd-k98099906	-0.8174777090959828
brd-k61541040	0.9805244151764988
brd-k72461570	0.17661761210358046
brd-k99533437	-0.9082322445859792
brd-k71032175	0.7149350615013683
brd-k80723382	0.01803625212375329
brd-k71302181	-0.7581521112611609
brd-k67399667	-0.9066412616097783
brd-k47881779	0.08271027938951594
brd-k40225343	0.9228208525213342
brd-k68007071	-0.048254312136562255
brd-k97489107	0.5068462187581837
brd-k30855709	0.16863629193529747
brd-k10951564	0.02040147778704073
brd-k91269653	1.1807232459116668
brd-k60151092	-0.43621608127665434
brd-k19251038	-0.01085707266304445
brd-k36618611	0.01213952263696479
brd-k23586462	1.5650132841505822
brd-k65608865	0.8096064329496799
brd-k04009734	-1.5583296770842043
brd-k62724755	0.0011640925350189803
brd-k06158553	-1.4412323840675672
brd-k88617254	-0.1565034890972781
brd-k95982530	-1.2302845140288985
brd-k85088178	-0.17258862921599621
brd-k41139858	-1.5809814795968085
brd-k49290616	-0.9593586017583975
brd-k76223260	0.2959944485813849
brd-k86618560	1.0613531700594003
brd-k49172498	1.1683865715284643
brd-k90338784	0.3285731759403118
brd-k95360473	0.09120910899734413
brd-k29776425	0.3491063948300642
brd-k22428007	0.49720527427370154
brd-k44996602	0.25218662834365496
brd-k83095440	-1.7624996970284612
brd-k33750632	-1.1081080829821306
brd-k84907327	0.22573152962860116
brd-k74964997	-0.26821038553370596
brd-k87878143	-0.2394608249700027
brd-k57841225	-0.3837058921686892
brd-k15171837	-0.6472489796246477
brd-k71156053	-0.6640581796978667
brd-k61338389	1.276189724403173
brd-k76688996	0.18085040606454117
brd-k39430900	-0.31785470162315277
brd-k32233845	-0.31733517444653664
brd-k79944151	0.3684356343576794
brd-k37303684	-1.9760580497287834
brd-k12826563	-0.5280017536099626
brd-k61219693	0.9845900291243966
brd-k74594501	-1.2698493545176706
brd-k26003427	-0.12912585797253723
brd-k79410674	-0.0388845534836618
brd-k21463062	0.41287293600073255
brd-k04831789	-1.513348330279693
brd-k09852122	-2.5649345814317637
brd-k61083743	0.3488389340049026
brd-k59022317	-1.4942292817096907
brd-k56665985	-0.350927047288738
brd-k98062568	-1.6236340177622615
brd-k26924060	-0.17141228690949886
brd-k91194423	0.16279501151739498
brd-k50808811	1.299783662953693
brd-k57055053	-0.29843752907340015
brd-k97001739	0.36175729385955346
brd-k42743267	-0.30954897435841805
brd-k35060817	-0.8648878041608795
brd-k54247306	0.31787370491854755
brd-k54964414	-0.06695770131344826
brd-k55767126	0.538832042257101
brd-k37655007	-1.4892435932578316
brd-k46714753	-0.1577452112878189
brd-k27720649	0.5087327376212376
brd-k53943507	1.1456187170242724
brd-k89994146	0.8692313430993984
brd-k19696710	1.0289984642370087
brd-k47691029	0.03891196130217783
brd-k66640841	0.3389205010862853
brd-k35470597	-0.6664418888987466
brd-k94726713	-0.39008935796257754
brd-k43601041	-0.07034625226330739
brd-k44867089	0.2545438059997064
brd-k47366586	-0.5377723198229073
brd-k53359544	-0.36767367141740154
brd-k63376220	-0.6360283396478719
brd-k63671514	-1.3143810504011197
brd-k23688566	0.12588032169144608
brd-k33668351	-1.2382983978280833
brd-k72347310	0.5745128936534627
brd-k60703313	-1.3234681630579013
brd-k71531260	-0.3081977765537469
brd-k12888055	-1.42735252151591
brd-k88391199	-0.9766210601640829
brd-k54431311	0.049189596868429414
brd-k60809157	-0.14420866725215567
brd-k13428252	-1.4109511064433198
brd-k72915790	-0.8479803555377201
brd-k80726792	-0.35306711230143584
brd-k18683499	-0.6134691550257192
brd-k37752193	-0.14385981203342035
brd-k63798874	-0.7234711902188699
brd-k11062991	-0.7649306520627901
brd-k45711268	-0.04441858333728059
brd-k96269157	0.14732579390903966
brd-k68664718	0.3579316329116985
brd-k13860832	-0.9714789172394427
brd-k14471942	0.15598826192612314
brd-k80171496	-0.5276219605404706
brd-k20310932	0.08239171339616216
brd-k76454674	-0.9781990156563216
brd-k91924645	-0.6693555289698871
brd-k30620974	-1.8302221172695357
brd-k51339020	-1.445137412504167
brd-k23794511	0.04047547983196554
brd-k89699317	-1.337347107467738
brd-k60471354	-0.7102930784680227
brd-k80408402	-0.0926928696485132
brd-k49417484	-1.0661887132780565
brd-k02117849	-1.0956585153493734
brd-k14159335	-0.02357185324885508
brd-k64864583	0.03862204250511232
brd-k34431359	-1.0358713908300812
brd-k99115033	0.14659493925070222
brd-k82071478	-0.4324838708470192
brd-k73876582	-1.282090622969864
brd-k60857329	-0.3417096409926473
brd-k48724570	0.22512753473765115
brd-k85194284	0.09577180868801372
brd-k92758184	0.38345195558695466
brd-k37552925	-0.5417556437368323
brd-k27198844	-0.617780516233987
brd-k39799535	-1.9298918777308858
brd-k92593565	-1.6274409145878825
brd-k91730835	-0.5432225205002734
brd-k26840329	0.1009797814543729
brd-k67319066	-1.4952423673700546
brd-k77162730	-0.1331147307931351
brd-k78528600	-0.9378269954135758
brd-k47686295	-0.7942678053824954
brd-k40506152	0.010222547175959778
brd-k78849449	-0.03693538125046581
brd-k71752918	-0.9620730034700411
brd-k19677752	-0.1761760285617251
brd-k43216840	0.7284479057589821
brd-k38011931	0.0933610159239034
brd-k09454555	1.3397605574526363
brd-k94688728	0.672545531947203
brd-k14736141	-0.28052958559595165
brd-k93240833	0.7170061178250625
brd-k52954098	-0.010496464508623744
brd-k84143894	-0.5167242322606709
brd-k77831863	0.6610425035062406
brd-k24820558	0.24713900488969184
brd-k63922933	-0.7570762895003214
brd-k69672581	-0.6639223546121636
brd-k72443777	-0.3292504806160294
brd-k50218765	0.3441683925072922
brd-k01711704	-0.6954094800451132
brd-k50611992	-0.45425031051376985
brd-k82986138	-0.07067036617054269
brd-k93330237	0.9790522776843147
brd-k84468307	0.49840814797720956
brd-k39255658	0.9514524080480359
brd-k26038019	0.10230318493263187
brd-k89386994	-0.06310443526449669
brd-k90061989	1.263962814925744
brd-k73804157	-1.604662496240294
brd-k84718005	-0.10585064303887912
brd-k76876037	-0.3699532048006523
brd-k51620275	-1.105539086743109
brd-k92134560	-0.013131354788653434
brd-k62814224	-1.314412240767663
brd-k19770227	0.24283878614984694
brd-k85208848	-0.2830289961332477
brd-k10014225	-0.33825480997108837
brd-k92958239	-0.6467097266587442
brd-k91508497	-0.9020555984834582
brd-k33038714	0.7366960168255253
brd-k99567611	-0.6251044846070346
brd-k90089455	-1.351498597361579
brd-k92493271	-1.5217042546452184
brd-k40383467	-0.7771560162320893
brd-k22451824	1.068913738193515
brd-k76688397	0.36801004353132205
brd-k63811860	0.062028699334216446
brd-k34404012	1.4948704061001292
brd-k24199200	0.936853965758895
brd-k15013036	-0.6221358329146749
brd-k44338067	-0.2512558377866255
brd-k47587697	-1.001590803278969
brd-k86938339	0.3539791453381345
brd-k85025453	-0.7732725105867739
brd-k80232076	-2.0083013679640644
brd-k98909007	0.17139921012043202
brd-k82814298	0.9580951318723604
brd-k61782241	0.017991351133258372
brd-k49595590	-1.0579159980779504
brd-k17181267	-0.7874653078494828
brd-k14413722	0.8430964023827945
brd-k45496021	0.2311597004857895
brd-k32519217	-2.174013690610293
brd-k24217589	-0.7447962308224891
brd-k79382100	-0.27557197943872236
brd-k80019738	0.9444397596294879
brd-k29711801	1.1338786086299435
brd-k23564937	0.45384126442193307
brd-k90915722	-0.6996916509561996
brd-k94172147	-0.42060276409569125
brd-k93510852	-0.8900629628822302
brd-k36026160	-0.3104386259375316
brd-k95578893	-0.8922677607708437
brd-k81954574	-0.4959775935277509
brd-k67694126	1.61162854031791
brd-k39530782	-0.057759241964917295
brd-k03245480	1.2231065901562412
brd-k73639776	-0.4469683107789782
brd-k64682090	2.358262929644185
brd-k61428915	0.6266211777463132
brd-k93007240	0.47061762683931196
brd-k02241254	0.36079277097307627
brd-k00474848	-0.6074697237461664
brd-k64549867	-0.12384542905310691
brd-k35660899	-0.3124549367693456
brd-k33537450	0.8835044321967187
brd-k31784555	0.3229027671426559
brd-k77314783	-0.9382141218101164
brd-k77931347	0.48917888589609476
brd-k13529284	0.24670355864359048
brd-k43467947	1.1003112787045148
brd-k60462241	0.8023886383229664
brd-k13626437	0.8682195806981916
brd-k90947049	0.24042856176103958
brd-k37556205	-0.6449997308116138
brd-k42419992	-0.3456422464200045
brd-k10562742	0.7466416719235547
brd-k39635618	0.2007172786687681
brd-k10578850	-0.2863166913878199
brd-k73860091	0.7361943621242046
brd-k27767004	1.0522105230302088
brd-k04515815	-0.9533037285040392
brd-k53263381	1.0054511432153317
brd-k00575273	-1.8157074939719124
brd-k22433696	-0.1775009687869289
brd-k61255273	-0.5012305392032412
brd-k39151337	1.0953476212565296
brd-k85471465	-0.3819001560589291
brd-k80457386	0.8195742362753169
brd-k43518940	0.34896984386974716
brd-k70630513	-0.03216598366735114
brd-k33130522	1.2699847270964912
brd-k68409203	0.21738182008406262
brd-k36747900	-0.1930415834445281
brd-k53740625	0.7006953907811695
brd-k14295062	0.8063050884352114
brd-k57497528	-0.5634252367887513
brd-k80821495	-0.43964222635777417
brd-k41675418	1.457638389125848
brd-k44586044	0.08988885040185993
brd-k96207987	0.1825746695591953
brd-k37710486	0.24669744874361774
brd-k02240493	0.32529312774826835
brd-k61531144	1.5033092044039598
brd-k84195984	0.8081619381831923
brd-k70874643	0.9394143007826369
brd-k58962381	0.71000353504362
brd-k48515753	-0.3468395401611707
brd-k55065943	-0.20699828447564025
brd-k82041810	0.6163962688595863
brd-k49702326	0.23845733301585936
brd-k47569804	0.043547861839933484
brd-k22070096	0.4505792588240949
brd-k04643065	-0.5380606855548214
brd-k22643403	-0.4320585357428071
brd-k98607641	0.8446920733152657
brd-k59247792	-0.8174508702003487
brd-k45355730	-0.7773939777536019
brd-k22719646	-0.6355103839922625
brd-k55597137	1.4430785302223714
brd-k25096430	0.4782076178651586
brd-k71921803	-0.8896313259183609
brd-k61636401	0.3805945784611718
brd-k99809487	-0.5360163099306743
brd-k97741410	0.19386455900859553
brd-k22291343	-0.2353343301617943
brd-k35199432	-0.9404765768174297
brd-k01572707	0.3719092848507498
brd-k46709181	0.18189266601929424
brd-k62372763	0.9440852292420193
brd-k13513398	0.08923807187507139
brd-k74513776	0.5834963263467663
brd-k31561199	1.1734919089820997
brd-k11868205	0.1569344522384224
brd-k63531989	-0.4006036431532383
brd-k90873269	-0.08584267893879598
brd-k59404663	-0.7660734495777699
brd-k23191900	1.033976712769689
brd-k02897131	0.8055507631099432
brd-k37344040	1.1411895707926336
brd-k33368320	-0.39174612063309194
brd-k30361687	1.3961400452847827
brd-k07493900	-0.8996992894036152
brd-k11401851	0.9408395946038599
brd-k88973556	-1.1513161222341453
brd-k75467206	0.800134257894469
brd-k70868165	0.35123800474843386
brd-k52887203	-0.06979813977351673
brd-k61202234	0.6356316470059441
brd-k24890551	-0.9681168294218705
brd-k99944604	-0.029977213501200677
brd-k82003968	-0.7732611649410954
brd-k75111717	0.8718034648322196
brd-k92219497	0.7794903291897246
brd-k39241486	0.1277780059075106
brd-k69280720	-0.6196367952985729
brd-k77835518	-1.1436040233078006
brd-k76527818	0.89800523703102475
brd-k22097595	-0.6439374296700789
brd-k73336648	0.7172461214531962
brd-k95352879	-0.3336589130137507
brd-k35944577	0.4024625147133297
brd-k40591230	-0.25204886144150873
brd-k31418530	-0.3900920434608068
brd-k44806584	-1.827853322050093
brd-k78584123	0.45314571560222067
brd-k30377297	-1.1567168586975651
brd-k42182933	-0.7364439383202581
brd-k13706246	0.6838497831867968
brd-k05391634	0.9659803786039161
brd-k74192638	1.196089200258006
